PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
223,2022-10-06,17:58:21.71,4,2,"Scherer, Braedon",1000090834,Left,WM_TRI,"Malon, Reese",1000135250,Left,WM_TRI,Undefined,6,Top,2,0,1,Sinker,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.70296,-1.883966,4.532071,2169.722359,135.317521,10:30,5.07135,-1.51979,4.39296,-21.01214,17.92595,-16.36765,1.51551,1.45186,79.42438,-5.761435,1.686472,0.449116,,,,,,,,,,,,9.24461,9.62119,1.05245,50,4.85008,-9.22217,-126.57092,-4.96879,14.90744,27.27002,-16.65939,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,20e0d190-45c2-11ed-990a-975020632eee,83.92582,,,8.27858,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:58:21.71,2022-10-06T17:58:21.7154364-04:00,2022-10-06T21:58:21.7154364Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,b199876c-1d22-497b-ad18-0ed8d20796d1,56.10473,-127.87943,13.63501,5.06932,-4.16941,-8.32969,1.51213,-9.93748,7.45372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
224,2022-10-06,17:58:38.85,4,3,"Scherer, Braedon",1000090834,Left,WM_TRI,"Malon, Reese",1000135250,Left,WM_TRI,Undefined,6,Top,2,1,1,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.22186,-1.711963,5.317885,2149.961267,132.880786,10:30,5.20606,-1.43398,4.51278,-21.97387,17.20851,-17.06536,1.73661,2.22414,79.13027,-5.761272,2.350122,0.450523,,,,,,,,,,,,9.76611,9.23607,0.89319,50,5.00622,-10.87032,-125.79265,-4.59604,15.59767,26.29015,-17.42287,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,2b07b210-45c2-11ed-990a-975020632eee,83.66378,,,8.09159,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:58:38.85,2022-10-06T17:58:38.8563260-04:00,2022-10-06T21:58:38.8563260Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,92176c23-2e06-4cd1-a24d-9aeacf7b6d2a,55.98453,-127.03724,13.14508,5.20427,-3.77123,-8.71143,1.42527,-11.60872,7.79884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
225,2022-10-06,17:58:55.09,4,4,"Scherer, Braedon",1000090834,Left,WM_TRI,"Malon, Reese",1000135250,Left,WM_TRI,Undefined,6,Top,2,2,1,Sinker,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.86413,-1.709874,4.772422,2179.963886,117.986181,10:00,5.18936,-1.42952,4.65419,-26.46742,12.83654,-21.55458,1.35306,1.31905,78.77117,-6.556526,1.005556,0.451221,,,,,,,,,,,,11.89969,7.17611,0.96167,50,4.99067,-9.43543,-125.41243,-4.77237,18.8394,26.77083,-20.81296,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,34c26340-45c2-11ed-990a-975020632eee,83.53428,,,8.09296,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:58:55.09,2022-10-06T17:58:55.0945596-04:00,2022-10-06T21:58:55.0945596Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,846d36fe-69f6-4ee6-b006-fed98598e8e5,55.84446,-126.65386,13.38542,5.18959,-3.80723,-10.40648,1.41947,-10.30906,9.4197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
226,2022-10-06,17:59:13.97,4,5,"Scherer, Braedon",1000090834,Left,WM_TRI,"Malon, Reese",1000135250,Left,WM_TRI,Undefined,6,Top,2,3,1,Sinker,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,86.44464,-0.514492,1.661066,2145.409395,120.28368,10:00,5.23471,-1.48052,4.43568,-26.60277,13.29591,-20.36477,2.52681,-1.59263,78.20383,-5.384714,-1.897395,0.454622,,,,,,,,,,,,10.34855,7.00678,1.3256,50,5.15522,-2.63329,-125.12432,-2.16438,16.24538,27.55418,-21.17464,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,4008bd80-45c2-11ed-990a-975020632eee,82.90937,,,8.24081,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:59:13.97,2022-10-06T17:59:13.9717948-04:00,2022-10-06T21:59:13.9717948Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,6f20d398-1663-46db-b524-24948fbce19e,56.062,-126.45221,13.77709,5.23493,-1.14393,-10.58732,1.47137,-3.41619,8.12269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
227,2022-10-06,17:59:43.82,5,1,"Scherer, Braedon",1000090834,Left,WM_TRI,"Delossantos, Joe",1000080458,Right,WM_TRI,Undefined,6,Top,2,0,0,ChangeUp,Changeup,BallinDirt,Undefined,Undefined,Undefined,0,0,,78.43049,-0.057054,5.647424,1951.834903,108.611693,9:30,4.93293,-1.92773,4.66832,-39.26475,9.4556,-22.57403,1.60641,1.57275,70.53262,-7.21252,1.70951,0.502373,,,,,,,,,,,,12.77733,5.17768,1.37204,50,4.8923,-10.18548,-113.00261,-1.51926,16.2695,23.52567,-25.58125,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,51c96b00-45c2-11ed-990a-975020632eee,75.02876,,,7.89787,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,21:59:43.82,2022-10-06T17:59:43.8209340-04:00,2022-10-06T21:59:43.8209340Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,8ee84fe7-c706-4879-a43f-86744088a86a,55.8288,-114.20964,11.76284,4.93658,-0.20676,-12.79062,1.91604,-11.02022,8.13475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
228,2022-10-06,18:00:14.08,5,2,"Scherer, Braedon",1000090834,Left,WM_TRI,"Delossantos, Joe",1000080458,Right,WM_TRI,Undefined,6,Top,2,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,77.22725,1.286415,1.952805,1901.774587,109.608178,9:45,4.87627,-1.98542,4.38853,-40.63546,9.75426,-22.19119,2.71909,-1.96955,69.54412,-6.102175,-1.919959,0.510908,,,,,,,,,,,,11.32623,4.83473,1.80031,50,4.97454,-2.82983,-111.66092,1.02655,14.0792,22.99867,-26.1642,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,63e8b340-45c2-11ed-990a-975020632eee,73.77546,,,7.68313,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,22:00:14.08,2022-10-06T18:00:14.0803900-04:00,2022-10-06T22:00:14.0803900Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,b0342341-2211-45fd-9de4-0c398cbf2279,56.10865,-112.9121,11.49934,4.87997,2.44994,-13.0821,1.97509,-3.59577,7.0396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
229,2022-10-06,18:00:30.72,5,3,"Scherer, Braedon",1000090834,Left,WM_TRI,"Delossantos, Joe",1000080458,Right,WM_TRI,Undefined,6,Top,2,2,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.73929,-0.624814,3.918107,2155.496925,125.012652,10:15,5.2465,-1.55202,4.59641,-23.58226,15.06733,-19.52592,2.68563,0.55317,79.14431,-4.979566,0.505826,0.447449,,,,,,,,,,,,10.67241,7.92548,1.16641,50,5.16101,-7.72519,-126.77703,-2.2784,17.19821,28.30228,-19.40245,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,6dca7470-45c2-11ed-990a-975020632eee,84.23845,,,8.59498,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,22:00:30.72,2022-10-06T18:00:30.7264316-04:00,2022-10-06T22:00:30.7264316Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,14139d7d-4272-4f46-901d-609e56378221,55.90093,-128.08761,14.15114,5.24572,-1.37994,-9.70123,1.54257,-8.52158,8.5991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
230,2022-10-06,18:00:44.71,5,4,"Scherer, Braedon",1000090834,Left,WM_TRI,"Delossantos, Joe",1000080458,Right,WM_TRI,Undefined,6,Top,2,2,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.41887,-0.49087,3.283281,2009.532056,112.811046,9:45,4.86885,-1.85963,4.39709,-36.29778,11.30753,-22.72454,1.37467,-0.61573,71.72257,-7.087515,-0.680934,0.496591,,,,,,,,,,,,12.0241,6.12524,1.53317,50,4.78155,-5.56271,-114.77301,-2.33192,15.82528,23.88158,-24.11243,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,76243610-45c2-11ed-990a-975020632eee,75.90234,,,7.6963,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,22:00:44.71,2022-10-06T18:00:44.7174972-04:00,2022-10-06T22:00:44.7174972Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,14790c7c-ab6a-4f43-be9a-f6478260db15,56.10085,-116.03551,11.94079,4.87113,-1.05721,-12.05621,1.84936,-6.39931,7.91264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
231,2022-10-06,18:01:18.93,5,5,"Scherer, Braedon",1000090834,Left,WM_TRI,"Delossantos, Joe",1000080458,Right,WM_TRI,Undefined,6,Top,2,2,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.3443,0.19002,1.860426,2147.990516,99.488283,9:15,4.90931,-2.03852,4.31584,-41.04309,5.71607,-23.74631,1.67081,-2.23818,72.36195,-7.228518,-2.282359,0.492158,,,,,,,,,,,,12.02572,3.20768,1.86311,50,4.88912,-2.67701,-116.17505,-1.21213,16.13939,25.41908,-27.86912,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,8a74dd40-45c2-11ed-990a-975020632eee,76.58602,,,7.98236,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,22:01:18.93,2022-10-06T18:01:18.9343036-04:00,2022-10-06T22:01:18.9343036Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,460b46c1-725c-44b4-a27f-a48790377366,56.18184,-117.51986,12.70954,4.91425,0.26229,-13.93456,2.02732,-3.53087,8.0697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
232,2022-10-06,18:01:36.99,5,6,"Scherer, Braedon",1000090834,Left,WM_TRI,"Delossantos, Joe",1000080458,Right,WM_TRI,Undefined,6,Top,2,3,2,ChangeUp,Changeup,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,79.98967,0.220644,4.406904,2091.400719,106.898995,9:30,4.81524,-1.88327,4.46181,-37.6927,9.04642,-24.28017,1.88518,0.30347,72.35795,-6.618345,0.175083,0.492053,,,,,,,,,,,,13.08513,4.80225,1.44252,50,4.80281,-7.80848,-115.53186,-0.96975,17.52242,23.37911,-25.74331,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,95591a50-45c2-11ed-990a-975020632eee,76.60243,,,7.63172,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,22:01:36.99,2022-10-06T18:01:36.9970492-04:00,2022-10-06T22:01:36.9970492Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,bcf206c6-6d7f-4ae0-9803-8f000153f264,56.03713,-116.74714,11.68956,4.81844,0.36843,-12.87165,1.87209,-8.71932,8.76121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
233,2022-10-06,18:03:44.97,1,1,"Howat, Matt",1000052294,Left,WM_TRI,"Iriotakis, Charlie",1000187570,Left,WM_TRI,Undefined,6,Bottom,0,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.40147,-1.169115,3.354703,2075.572157,210.424659,1:00,5.06101,-2.81855,4.44108,-37.74195,7.90394,3.81965,0.79866,0.70319,74.12854,-7.933634,4.020623,0.486264,,,,,,,,,,,,-0.97,4.54914,2.45897,50,4.90051,-6.99017,-116.39544,-3.81898,-1.33548,21.1123,-25.91084,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,e194a2e0-45c2-11ed-990a-975020632eee,77.51434,,,6.27293,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,22:03:44.97,2022-10-06T18:03:44.9787708-04:00,2022-10-06T22:03:44.9787708Z,,v3,471493,471493,,"Kinsey, Nate",1000072786,Right,WM_TRI,8cfd9506-3483-49ba-b779-e03c18cd2b05,56.05889,-117.48929,10.55615,5.0636,-2.47652,-12.95542,2.81935,-6.92098,-0.66774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
234,2022-10-06,18:04:01.90,1,2,"Howat, Matt",1000052294,Left,WM_TRI,"Iriotakis, Charlie",1000187570,Left,WM_TRI,Undefined,6,Bottom,0,1,0,Sinker,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.46636,-0.665681,2.899814,1790.149438,98.337271,9:15,5.03108,-3.03189,4.53189,-35.86876,4.65154,-22.43174,1.4073,-2.13755,77.8669,-7.141314,-1.02688,0.45815,,,,,,,,,,,,11.72383,2.87299,2.75171,50,4.92795,-5.19714,-123.73347,-2.89843,18.08794,25.79792,-27.74152,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,eb97f5d0-45c2-11ed-990a-975020632eee,82.27095,,,7.59946,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,22:04:01.90,2022-10-06T18:04:01.9099964-04:00,2022-10-06T22:04:01.9099964Z,,v3,471493,471493,,"Kinsey, Nate",1000072786,Right,WM_TRI,ed9aaa00-9efc-4676-986a-b917345df6ee,55.96795,-124.97157,12.89896,5.0351,-1.56705,-13.87076,3.02197,-6.06521,9.04397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
235,2022-10-06,18:04:28.22,1,3,"Howat, Matt",1000052294,Left,WM_TRI,"Iriotakis, Charlie",1000187570,Left,WM_TRI,Undefined,6,Bottom,0,2,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.38309,-0.412032,5.178778,2042.977836,195.511548,12:30,5.10721,-2.89009,4.6251,-38.51333,6.33437,1.34201,1.50447,2.15817,74.25282,-7.352151,5.412387,0.481994,,,,,,,,,,,,0.86917,3.69154,2.35566,50,5.02989,-10.70366,-117.42912,-2.31281,1.20748,23.29689,-27.04572,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,fb566ab0-45c2-11ed-990a-975020632eee,78.20108,,,7.13027,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,22:04:28.22,2022-10-06T18:04:28.2262844-04:00,2022-10-06T22:04:28.2262844Z,,v3,471493,471493,,"Kinsey, Nate",1000072786,Right,WM_TRI,8c42c40f-a56a-47c4-bb96-df7c83bfe683,55.87131,-118.58822,11.64845,5.11149,-0.9672,-13.52286,2.8897,-10.76373,0.60374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
236,2022-10-06,18:04:44.44,1,4,"Howat, Matt",1000052294,Left,WM_TRI,"Iriotakis, Charlie",1000187570,Left,WM_TRI,Undefined,6,Bottom,0,3,0,Sinker,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,85.57462,-1.036738,4.840094,1792.829658,90.132369,9:00,4.92511,-2.9951,4.64592,-39.05282,1.45925,-21.89737,0.68193,-0.20965,77.80369,-8.074059,1.009594,0.458103,,,,,,,,,,,,12.17473,1.41563,2.52018,50,4.78302,-9.44554,-123.60973,-3.82475,18.699,26.32251,-29.99977,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,04faadb0-45c3-11ed-990a-975020632eee,82.27932,,,7.77092,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,22:04:44.44,2022-10-06T18:04:44.4451644-04:00,2022-10-06T22:04:44.4451644Z,,v3,471493,471493,,"Kinsey, Nate",1000072786,Right,WM_TRI,025129d1-3c06-4872-b6d9-8ac26792bb97,55.85492,-124.85031,13.16125,4.92996,-2.41087,-14.99989,2.98611,-10.32682,9.3495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
237,2022-10-06,18:05:11.25,2,1,"Howat, Matt",1000052294,Left,WM_TRI,"Barnes, Jerry",1000115794,Right,WM_TRI,Undefined,6,Bottom,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.06416,0.510143,3.214452,2309.21593,287.396147,3:30,5.25509,-2.90345,4.48901,-50.02829,-1.38079,9.38319,1.57301,0.94501,71.61162,-8.434244,4.851847,0.501998,,,,,,,,,,,,-3.6278,-0.3485,2.5559,50,5.26079,-6.75106,-112.98117,-0.89538,-4.66972,21.381,-32.62265,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,14fd0960-45c3-11ed-990a-975020632eee,75.08491,,,6.45254,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,22:05:11.25,2022-10-06T18:05:11.2573244-04:00,2022-10-06T22:05:11.2573244Z,,v3,471493,471493,,"Kinsey, Nate",1000072786,Right,WM_TRI,ca29687d-3f98-4752-9189-7903869645cd,56.01076,-114.11299,10.6905,5.26248,0.83154,-16.31133,2.90673,-6.50386,-2.33486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
238,2022-10-06,18:05:33.05,2,2,"Howat, Matt",1000052294,Left,WM_TRI,"Barnes, Jerry",1000115794,Right,WM_TRI,Undefined,6,Bottom,0,1,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.69888,-1.119421,3.69218,2013.329862,175.625344,11:45,4.98674,-2.97467,4.6176,-37.75234,6.30237,-0.37583,0.77409,0.50917,75.08397,-7.910518,3.626457,0.477713,,,,,,,,,,,,1.20744,3.76012,2.59497,50,4.83674,-7.61368,-118.2399,-3.74924,1.71029,22.42825,-26.84796,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,21f95100-45c3-11ed-990a-975020632eee,78.90178,,,6.61491,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,22:05:33.05,2022-10-06T18:05:33.0575164-04:00,2022-10-06T22:05:33.0575164Z,,v3,471493,471493,,"Kinsey, Nate",1000072786,Right,WM_TRI,bf400773-e4dd-41ba-8618-4fb042857105,55.88284,-119.35057,11.21413,4.98948,-2.41971,-13.42398,2.9741,-7.69837,0.85514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
239,2022-10-06,18:05:53.48,2,3,"Howat, Matt",1000052294,Left,WM_TRI,"Barnes, Jerry",1000115794,Right,WM_TRI,Undefined,6,Bottom,0,2,0,Sinker,Changeup,HitByPitch,Undefined,Undefined,Undefined,0,0,,85.05354,-0.033094,7.721207,1774.472191,102.588343,9:30,4.98083,-3.0092,4.866,-34.71191,6.09237,-21.16446,2.05657,2.57901,77.41352,-6.323674,4.043788,0.459753,,,,,,,,,,,,12.81209,3.31618,2.26408,50,4.94794,-15.67198,-122.36189,-1.38447,19.41698,24.23183,-27.14828,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,2e2c7c40-45c3-11ed-990a-975020632eee,81.98416,,,7.64002,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,22:05:53.48,2022-10-06T18:05:53.4881596-04:00,2022-10-06T22:05:53.4881596Z,,v3,471493,471493,,"Kinsey, Nate",1000072786,Right,WM_TRI,d65f0604-3423-4316-9c84-222bc7c2e200,55.63717,-123.4732,12.11591,4.98288,-0.13941,-13.57414,3.00324,-16.56246,9.70849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
240,2022-10-06,18:06:42.94,3,1,"Howat, Matt",1000052294,Left,WM_TRI,"Ducker, Gavin",1000151843,Right,WM_TRI,Undefined,6,Bottom,0,0,0,Sinker,Changeup,InPlay,Undefined,GroundBall,Out,2,0,,84.46354,0.551996,5.000246,1724.214699,84.225535,8:45,4.85854,-3.15134,4.70439,-42.45258,-0.45843,-20.43426,1.84681,-0.09576,75.75179,-7.137084,1.426668,0.466408,72.69223,2.58284,-12.471895,2001.819338,,,,48.70467,48.36293,-10.502329,0.437423,11.82044,-0.06386,2.66361,50,4.87648,-9.73717,-121.8468,-0.49426,17.41286,28.43563,-32.2681,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,4bb97ce0-45c3-11ed-990a-975020632eee,80.81433,2.45443,,8.71174,,,,4.5164,2.20836,0.1843,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,22:06:42.94,2022-10-06T18:06:42.9489980-04:00,2022-10-06T22:06:42.9489980Z,GroundBall,v3,471493,471493,,"Kinsey, Nate",1000072786,Right,WM_TRI,c24e6543-94e2-49ce-bd8f-0a415e2286e5,55.79625,-123.19205,14.21782,4.86375,1.0323,-16.13405,3.14375,-10.56095,8.70643,336.726146,4.51865,103.92451,-10.92827,,,,,,,2.21818,4.50441,-21.93967,,,,,,,0.18143,-22.9133,5.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
241,2022-10-06,18:07:15.54,4,1,"Howat, Matt",1000052294,Left,WM_TRI,"Lowengart, Assaf",1000149975,Right,WM_TRI,Undefined,6,Bottom,2,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.54643,-0.687859,4.213828,1942.830053,184.978648,12:15,5.07624,-3.02249,4.64893,-36.14341,5.60776,0.3574,1.40889,1.01846,76.46341,-7.232525,4.276259,0.465056,,,,,,,,,,,,1.17252,3.40339,2.5905,50,4.97329,-9.00929,-122.05315,-2.88659,1.74379,27.18548,-27.11255,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,5effb8f0-45c3-11ed-990a-975020632eee,81.04919,,,8.08302,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,22:07:15.54,2022-10-06T18:07:15.5446588-04:00,2022-10-06T22:07:15.5446588Z,,v3,471493,471493,,"Kinsey, Nate",1000072786,Right,WM_TRI,46386ec4-bc55-4351-877e-64c392d5d233,55.84745,-123.3487,13.59274,5.08007,-1.59451,-13.55628,3.02183,-9.09239,0.87189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
